Rozdzial;Elementy konstrukcyjne
Slowo;Definicja;Synonimy;AudioE;AudioP;Obrazy
hollow;wydrążony;;[sound:quizlet-16914793200-front.mp3];[sound:quizlet-16914793200-back.mp3];"<img src=""quizlet-WnJo4mXvncae.mhgZO.ymA.jpg"">"
hook;haczyk;;[sound:quizlet-16914797751-front.mp3];[sound:quizlet-16914797751-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077308_200115_1142_04.jpg'>
horseshoe;(łuk) podkowiasty;;[sound:quizlet-16914797753-front.mp3];[sound:quizlet-16914797753-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077310_191229_1738_12.jpg'>
hurdle;przeszkoda;Synonimy: obstacle;[sound:quizlet-16914797757-front.mp3];[sound:quizlet-16914797757-back.mp3];"<img src=""quizlet-upL9Nh3f4a65S5O-P170BA.jpg"">"
imperial roof;dach imperialny;;[sound:quizlet-16914797767-front.mp3];[sound:quizlet-16914797767-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077075_200115_1357_25.jpg'>
impluvium;impluwium;;[sound:quizlet-16914797768-front.mp3];[sound:quizlet-16914797768-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077076_191229_1718_08.jpg'>
impost;impost;;[sound:quizlet-16914797769-front.mp3];[sound:quizlet-16914797769-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077077_191229_1734_53.jpg'>
inertia;bezwładność;;[sound:quizlet-16914797775-front.mp3];[sound:quizlet-16914797775-back.mp3];"<img src=""quizlet-dYnTmQ5CXHHqenmbh33VJQ.png"">"
instability;niestabilność;;[sound:quizlet-16914797785-front.mp3];[sound:quizlet-16914797785-back.mp3];"<img src=""quizlet-5QxvYQVFtlheDPHKF7WjmQ.png"">"
intrados;ościeże boczne;;[sound:quizlet-16914797793-front.mp3];[sound:quizlet-16914797793-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236077079_191229_1735_34.jpg'>
joint;połączenie;Synonimy: connection;[sound:quizlet-16914797806-front.mp3];[sound:quizlet-16914797806-back.mp3];"<img src=""quizlet-TGItAwsNS.CBBpCGW3U7VA.jpg"">"
junction;węzeł;Synonimy: knot, node;[sound:quizlet-16914797808-front.mp3];[sound:quizlet-16914797808-back.mp3];"<img src=""junction.jpg"">"
kerb;krawężnik;Synonimy: curb;[sound:quizlet-16914797811-front.mp3];[sound:quizlet-16914797811-back.mp3];"<img src=""quizlet-lYgnMZZ8vtgRWbWOcxWKow.jpg"">"
keystone;zwornik;;[sound:quizlet-16914797812-front.mp3];[sound:quizlet-16914797812-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076841_191229_1733_13.jpg'>
king post;wieszar;;[sound:quizlet-16914797813-front.mp3];[sound:quizlet-16914797813-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076842_200115_1206_42.jpg'>
lancet;(łuk) ostry lancetowaty;;[sound:quizlet-16914797823-front.mp3];[sound:quizlet-16914797823-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076637_191229_1736_56.jpg'>
landing;podest;;[sound:quizlet-16914797824-front.mp3];[sound:quizlet-16914797824-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076638_200115_1157_50.jpg'>
lean to roof;dach jednospadkowy;;[sound:quizlet-16914797831-front.mp3];[sound:quizlet-16914797831-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076643_200114_1647_26.jpg'>
ledger board;łata;;[sound:quizlet-16914797832-front.mp3];[sound:quizlet-16914797832-back.mp3];"<img src=""quizlet-0HBBCoguKbvb-2i5DKsvtg.jpg"">"
lierne;wysklepka;;[sound:quizlet-16914797834-front.mp3];[sound:quizlet-16914797834-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076645_200114_1601_25.jpg'>
lintel;nadproże;;[sound:quizlet-16914797838-front.mp3];[sound:quizlet-16914797838-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076647_200219_1910_13.jpg'><img src='architektura-i-budownictwo-po-angielsku_2243187c_236076647_200115_1300_22.jpg'>
load;obciążenie;;[sound:quizlet-16914797841-front.mp3];[sound:quizlet-16914797841-back.mp3];"<img src=""quizlet-sJBjqHunRee.gdRhT5P4tw.jpg"">"
loading dock;rampa załadunkowa;;[sound:quizlet-16914797842-front.mp3];[sound:quizlet-16914797842-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076650_200115_1337_23.jpg'>
manhole;właz;Synonimy: hatch;[sound:quizlet-16914797859-front.mp3];[sound:quizlet-16914797859-back.mp3];"<img src=""quizlet-O0kLc8v1u4X2Kv1.dZAOrA.jpg"">"
mansard roof;dach mansardowy;;[sound:quizlet-16914797860-front.mp3];[sound:quizlet-16914797860-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076556_200115_1357_11.jpg'>
mast;maszt;;[sound:quizlet-16914797865-front.mp3];[sound:quizlet-16914797865-back.mp3];"<img src=""quizlet-K4Kpq.hqO-L7VMHnTY5TEQ.jpg"">"
moment of inertia;moment bezwładności;;[sound:quizlet-16914797888-front.mp3];[sound:quizlet-16914797888-back.mp3];"<img src=""quizlet-czWyKf4l-HqmibQCJsJEsQ.png"">"
momentum;pęd;;[sound:quizlet-16914797889-front.mp3];[sound:quizlet-16914797889-back.mp3];"<img src=""quizlet-Nx-Go_IS_IV55P2cPSs3Bg.jpg"">"
monitor roof;dach uskokowy;;[sound:quizlet-16914797890-front.mp3];[sound:quizlet-16914797890-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076565_200114_1648_09.jpg'>
movable;ruchomy;Synonimy: mobile;[sound:quizlet-16914797895-front.mp3];[sound:quizlet-16914797895-back.mp3];"<img src=""quizlet-pYiWlaRaUZ-g6vZdhBt7nw.jpg"">"
movement;ruch;Synonimy: motion;[sound:quizlet-16914797896-front.mp3];[sound:quizlet-16914797896-back.mp3];"<img src=""quizlet-pYiWlaRaUZ-g6vZdhBt7nw.jpg"">"
necking;przewężenie;;[sound:quizlet-16914797902-front.mp3];[sound:quizlet-16914797902-back.mp3];"<img src=""quizlet-vNiL_UUcVZwtdNMAdUyB6g.jpg"">"
nosing;wystający brzeg stopnia;;[sound:quizlet-16914797911-front.mp3];[sound:quizlet-16914797911-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076532_200115_1157_02.jpg'>
ogee;(łuk) ostry wklęsło wypukły;;[sound:quizlet-16914797915-front.mp3];[sound:quizlet-16914797915-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076509_191229_1737_53.jpg'>
ogee roof;dach wklęsło wypukły;;[sound:quizlet-16914797916-front.mp3];[sound:quizlet-16914797916-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076510_200114_1648_26.jpg'>
oscillating;oscylujące;;[sound:quizlet-16914797920-front.mp3];[sound:quizlet-16914797920-back.mp3];"<img src=""quizlet-odvdcapwWPP5pIViVpRUPw.jpg"">"
pavement;bruk;Synonimy: paving;[sound:quizlet-16914797935-front.mp3];[sound:quizlet-16914797935-back.mp3];"<img src=""quizlet-WEsadKZL2TxEY56Cl4Jwcg.jpg"">"
pavilion roof;dach namiotowy;;[sound:quizlet-16914797937-front.mp3];[sound:quizlet-16914797937-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076479_200115_1358_01.jpg'>
pediment;fronton;;[sound:quizlet-16914797939-front.mp3];[sound:quizlet-16914797939-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076480_191228_1548_53.jpg'>
pendulum;wahadło;;[sound:quizlet-16914797941-front.mp3];[sound:quizlet-16914797941-back.mp3];"<img src=""quizlet-ybAeVhpJApU8zZd159uR0Q.jpg"">"
picket;szpica;;[sound:quizlet-16914797947-front.mp3];[sound:quizlet-16914797947-back.mp3];"<img src=""quizlet-Hw01w_5xBNpY4cNNK89QNA.jpg"">"
pillar;filar;Synonimy: pier;[sound:quizlet-16914807876-front.mp3];[sound:quizlet-16914807876-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_214376699_191229_1747_53.jpg'>
pitched roof;dach dwuspadowy;;[sound:quizlet-16914807880-front.mp3];[sound:quizlet-16914807880-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076485_200114_1646_45.jpg'>
pointed;(łuk) ostry;;[sound:quizlet-16914807891-front.mp3];[sound:quizlet-16914807891-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076488_191229_1736_19.jpg'>
pommel;głowica;;[sound:quizlet-16914807896-front.mp3];[sound:quizlet-16914807896-back.mp3];"<img src=""quizlet-u.wVTT49P.daNSJQgVCodA.png"">"
quoin;narożnik;;[sound:quizlet-16914807911-front.mp3];[sound:quizlet-16914807911-back.mp3];"<img src=""quizlet-BwHLP-.rz1iOtsBX67Z.Ng.jpg"">"
rafter;krokiew;;[sound:quizlet-16914807912-front.mp3];[sound:quizlet-16914807912-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076401_200115_1302_20.jpg'>
rise;wysokość stopnia;;[sound:quizlet-16914807933-front.mp3];[sound:quizlet-16914807933-back.mp3];"<img src=""rise.jpg"">"
riser;podstopnica;;[sound:quizlet-16914807934-front.mp3];[sound:quizlet-16914807934-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076409_200115_1133_23.jpg'>
rod;pręt;Synonimy: bar, stick;[sound:quizlet-16914807935-front.mp3];[sound:quizlet-16914807935-back.mp3];"<img src=""quizlet-O-ReDn9NR_DuyMzLXPdU5w.jpg"">"
roof;dach;;[sound:quizlet-16914807937-front.mp3];[sound:quizlet-16914807937-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076411_200114_1646_23.jpg'>
roof vent;dymnik;;[sound:quizlet-16914807939-front.mp3];[sound:quizlet-16914807939-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076412_200115_1310_18.jpg'>
rotunda roof;dach piramidalny;;[sound:quizlet-16914807945-front.mp3];[sound:quizlet-16914807945-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076416_200115_1357_42.jpg'>
run;szerokość stopnia;;[sound:quizlet-16914807948-front.mp3];[sound:quizlet-16914807948-back.mp3];"<img src=""rise.jpg"">"
sawtooth roof;dach pilasty;;[sound:quizlet-16914807959-front.mp3];[sound:quizlet-16914807959-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076292_200114_1647_54.jpg'>
scarp;skarpa;;[sound:quizlet-16914807961-front.mp3];[sound:quizlet-16914807961-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076293_200114_1619_26.jpg'>
screw;śruba;Synonimy: bolt;[sound:quizlet-16914807963-front.mp3];[sound:quizlet-16914807963-back.mp3];"<img src=""quizlet-HazqKlKNBMns9WEdPrjWXw.jpg"">"
seal;uszczelka;Synonimy: gasket, packing;[sound:quizlet-16914807964-front.mp3];[sound:quizlet-16914807964-back.mp3];"<img src=""quizlet-HH6DNRU1uPzId.mpMHCEUQ.jpg"">"
semicircular arch;łuk półkolisty;;[sound:quizlet-16914807971-front.mp3];[sound:quizlet-16914807971-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076296_191229_1732_58.jpg'>
sett;kostka brukowa;Synonimy: paving;[sound:quizlet-16914807973-front.mp3];[sound:quizlet-16914807973-back.mp3];"<img src=""quizlet-PZg--KcZSWIQTo.IxKjZag.jpg"">"
shaft;trzon;;[sound:quizlet-16914807974-front.mp3];[sound:quizlet-16914807974-back.mp3];"<img src=""quizlet-G5fMtzlUeZ70skl4a6vsWQ.png"">"
;wał;Synonimy: embankment, rampart, roller;[sound:quizlet-16914807975-front.mp3];[sound:quizlet-16914807975-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076297_191228_1551_01.jpg'>
shear;ścinanie;;[sound:quizlet-16914807976-front.mp3];[sound:quizlet-16914807976-back.mp3];"<img src=""quizlet-k9ExR5yPGWLH-wxdFfnLdg.jpg"">"
sheathing;poszycie;;[sound:quizlet-16914807977-front.mp3];[sound:quizlet-16914807977-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076298_200115_1258_44.jpg'>
side post;podpórka;;[sound:quizlet-16914807984-front.mp3];[sound:quizlet-16914807984-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076304_200115_1204_42.jpg'>
sill plate;podwalina;;[sound:quizlet-16914807990-front.mp3];[sound:quizlet-16914807990-back.mp3];"<img src=""quizlet-ZqlWNJ.Z15hbOfH5EXIM9Q.jpg"">"
sill rail;belka podokienna;;[sound:quizlet-16914807991-front.mp3];[sound:quizlet-16914807991-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076307_200115_1257_08.jpg'>
sima;sima;;[sound:quizlet-16914807992-front.mp3];[sound:quizlet-16914807992-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076308_191228_1553_42.jpg'>
slat;listwa;Synonimy: bar, lath, batten;[sound:quizlet-16914807999-front.mp3];[sound:quizlet-16914807999-back.mp3];"<img src=""quizlet-YA-Duw.Pk7TadymUIx8Pvw.png"">"
slope;nachylenie;Synonimy: tilt, lean, slant;[sound:quizlet-16914808003-front.mp3];[sound:quizlet-16914808003-back.mp3];"<img src=""quizlet-IrJcAZawc12Kzf4LaGQo2A.jpg"">"
sloped turret;hełm wieżyczkowy;;[sound:quizlet-16914808004-front.mp3];[sound:quizlet-16914808004-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076316_200115_1359_11.jpg'>
sloping cornice;gzyms wieńczy;Synonimy: rake;[sound:quizlet-16914808005-front.mp3];[sound:quizlet-16914808005-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076317_191229_1708_16.jpg'>
spandrel;pachwina łuku;;[sound:quizlet-16914808015-front.mp3];[sound:quizlet-16914808015-back.mp3];"<img src=""quizlet-yxLCO4X1WHLxvD-tCWDfag.png"">"
splay;uskok/faza;;[sound:quizlet-16914808016-front.mp3];[sound:quizlet-16914808016-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076320_191229_1747_30.jpg'>
springer;nasada łuku;;[sound:quizlet-16914808017-front.mp3];[sound:quizlet-16914808017-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076321_191229_1734_31.jpg'>
stabiliser;stabilizator;;[sound:quizlet-16914808018-front.mp3];[sound:quizlet-16914808018-back.mp3];"<img src=""quizlet-.PFRoExt.UHsKp-AAHPbog.jpg"">"
stability;stabilność;;[sound:quizlet-16914808019-front.mp3];[sound:quizlet-16914808019-back.mp3];"<img src=""quizlet-04I_FrWJM0WWilCk6-JVnA.jpg"">"
stable;stabilny;;[sound:quizlet-16914808020-front.mp3];[sound:quizlet-16914808020-back.mp3];"<img src=""quizlet-E9raZCrqVSQP.Sx9QvDRGQ.jpg"">"
staircase;klatka schodowa;Synonimy: stairway, stairwell;[sound:quizlet-16914808024-front.mp3];[sound:quizlet-16914808024-back.mp3];"<img src=""quizlet-aEh2iefhHN4kydq7Pzxwzw.jpg"">"
stairs;schody;;[sound:quizlet-16914808025-front.mp3];[sound:quizlet-16914808025-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076325_200115_1316_08.jpg'>
staple;zszywka;;[sound:quizlet-16914808026-front.mp3];[sound:quizlet-16914808026-back.mp3];"<img src=""quizlet-dJ6Zyz1rcfjKMv8avr8k9Q.jpg"">"
stilted;(łuk) podwyższony;;[sound:quizlet-16914808029-front.mp3];[sound:quizlet-16914808029-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076327_191229_1739_22.jpg'>
stone steps;kamienne schody;;[sound:quizlet-16914808031-front.mp3];[sound:quizlet-16914808031-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076329_200115_1308_14.jpg'>
structure;struktura;;[sound:quizlet-16914808034-front.mp3];[sound:quizlet-16914808034-back.mp3];"<img src=""quizlet-flmTq9XE4JQp6-glBxY2NA.png"">"
strut;rozpórka;;[sound:quizlet-16914808035-front.mp3];[sound:quizlet-16914808035-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076330_200115_1205_25.jpg'>
stud;słupek;;[sound:quizlet-16914808036-front.mp3];[sound:quizlet-16914808036-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076331_200115_1256_31.jpg'>
stylobate;stylobat;;[sound:quizlet-16914808037-front.mp3];[sound:quizlet-16914808037-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076332_191228_1557_41.jpg'>
subfloor;ślepa podłoga;;[sound:quizlet-16914808040-front.mp3];[sound:quizlet-16914808040-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076333_200115_1258_26.jpg'>
suspension;zawieszenie;;[sound:quizlet-16914808045-front.mp3];[sound:quizlet-16914808045-back.mp3];"<img src=""quizlet-mpAbVOKhBnYmCJBHvFAEHA.png"">"
tension;napięcie;Synonimy: tense;[sound:quizlet-16914808049-front.mp3];[sound:quizlet-16914808049-back.mp3];"<img src=""quizlet-YD-gOBa5Hbk0gGOH0aBZBg.jpg"">"
thrust;nacisk;Synonimy: emphasis, pressure, push;[sound:quizlet-16914808054-front.mp3];[sound:quizlet-16914808054-back.mp3];"<img src=""quizlet-wfp2HEMK2xT4EyMEViF1TA.png"">"
tie;wiązanie;Synonimy: bonding;[sound:quizlet-16914808055-front.mp3];[sound:quizlet-16914808055-back.mp3];"<img src=""quizlet-ch-n-VwHQQ9uI5qi5iu9XQ.jpg"">"
tie beam;kalenica;;[sound:quizlet-16914808056-front.mp3];[sound:quizlet-16914808056-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076089_200115_1301_26.jpg'>
tierceron;żebra dzielące wysklepki;;[sound:quizlet-16914808057-front.mp3];[sound:quizlet-16914808057-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076090_200114_1602_48.jpg'>
timber roof;strop drewniany;;[sound:quizlet-16914808058-front.mp3];[sound:quizlet-16914808058-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076091_191228_1605_45.jpg'>
timber structure;konstrukcja drewniana;;[sound:quizlet-16914808059-front.mp3];[sound:quizlet-16914808059-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076092_191229_1716_59.jpg'>
traverse arch;żebra międzyprzęsłowe;;[sound:quizlet-16914808071-front.mp3];[sound:quizlet-16914808071-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076101_200114_1554_50.jpg'>
tread;stopnica;;[sound:quizlet-16914808072-front.mp3];[sound:quizlet-16914808072-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076102_200115_1135_54.jpg'>
trefoil arch;łuk trójlistny krzyżowy;;[sound:quizlet-16914808074-front.mp3];[sound:quizlet-16914808074-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076103_191229_1740_31.jpg'>
tudor;(łuk) tudora;;[sound:quizlet-16914808341-front.mp3];[sound:quizlet-16914808341-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076106_191229_1739_46.jpg'>
tympanum;tympanon;;[sound:quizlet-16914808343-front.mp3];[sound:quizlet-16914808343-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236076108_191228_1553_23.jpg'>
vault;sklepienie gwiaździste krzyżowo żebrowe;;[sound:quizlet-16914808346-front.mp3];[sound:quizlet-16914808346-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236075881_200114_1554_23.jpg'>
voussoir;kliniec;;[sound:quizlet-16914808354-front.mp3];[sound:quizlet-16914808354-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236075886_191229_1733_58.jpg'>
wall stud;słupek ścienny;;[sound:quizlet-16914808355-front.mp3];[sound:quizlet-16914808355-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236075847_200115_1210_17.jpg'>
